0,"kit fox, Vulpes macrotis"
1,English setter
2,Australian terrier
3,"grey whale, gray whale, devilfish, Eschrichtius gibbosus, Eschrichtius robustus"
4,"lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens"
5,Egyptian cat
6,"ibex, Capra ibex"
7,Persian cat
8,"cougar, puma, catamount, mountain lion, painter, panther, Felis concolor"
9,gazelle
10,"porcupine, hedgehog"
11,sea lion
12,badger
13,Great Dane
14,"Scottish deerhound, deerhound"
15,"killer whale, killer, orca, grampus, sea wolf, Orcinus orca"
16,mink
17,"African elephant, Loxodonta africana"
18,"red wolf, maned wolf, Canis rufus, Canis niger"
19,"jaguar, panther, Panthera onca, Felis onca"
20,"hyena, hyaena"
21,"titi, titi monkey"
22,"three-toed sloth, ai, Bradypus tridactylus"
23,sorrel
24,"black-footed ferret, ferret, Mustela nigripes"
25,"dalmatian, coach dog, carriage dog"
26,"Staffordshire bullterrier, Staffordshire bull terrier"
27,"Bouvier des Flandres, Bouviers des Flandres"
28,weasel
29,miniature poodle
30,"bighorn, bighorn sheep, cimarron, Rocky Mountain bighorn, Rocky Mountain sheep, Ovis canadensis"
31,"fox squirrel, eastern fox squirrel, Sciurus niger"
32,"colobus, colobus monkey"
33,tiger cat
34,"impala, Aepyceros melampus"
35,"coyote, prairie wolf, brush wolf, Canis latrans"
36,Yorkshire terrier
37,"Newfoundland, Newfoundland dog"
38,"red fox, Vulpes vulpes"
39,hartebeest
40,"grey fox, gray fox, Urocyon cinereoargenteus"
41,"Pekinese, Pekingese, Peke"
42,"guenon, guenon monkey"
43,mongoose
44,"indri, indris, Indri indri, Indri brevicaudatus"
45,"tiger, Panthera tigris"
46,"wild boar, boar, Sus scrofa"
47,zebra
48,"ram, tup"
49,"orangutan, orang, orangutang, Pongo pygmaeus"
50,basenji
51,"leopard, Panthera pardus"
52,"vizsla, Hungarian pointer"
53,"squirrel monkey, Saimiri sciureus"
54,"Siamese cat, Siamese"
55,"chimpanzee, chimp, Pan troglodytes"
56,komondor
57,"proboscis monkey, Nasalis larvatus"
58,"guinea pig, Cavia cobaya"
59,"white wolf, Arctic wolf, Canis lupus tundrarum"
60,"ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus"
61,"gorilla, Gorilla gorilla"
62,ox
63,Tibetan mastiff
64,"spider monkey, Ateles geoffroyi"
65,"Doberman, Doberman pinscher"
66,warthog
67,"Arabian camel, dromedary, Camelus dromedarius"
68,"siamang, Hylobates syndactylus, Symphalangus syndactylus"
69,golden retriever
70,Border collie
71,hare
72,boxer
73,"patas, hussar monkey, Erythrocebus patas"
74,baboon
75,macaque
76,"capuchin, ringtail, Cebus capucinus"
77,flat-coated retriever
78,"hog, pig, grunter, squealer, Sus scrofa"
79,"Eskimo dog, husky"
80,Brittany spaniel
81,"dial telephone, dial phone"
82,"maze, labyrinth"
83,Gordon setter
84,"dingo, warrigal, warragal, Canis dingo"
85,hamster
86,"Arctic fox, white fox, Alopex lagopus"
87,"water buffalo, water ox, Asiatic buffalo, Bubalus bubalis"
88,"American black bear, black bear, Ursus americanus, Euarctos americanus"
89,"Angora, Angora rabbit"
90,bison
91,"howler monkey, howler"
92,"hippopotamus, hippo, river horse, Hippopotamus amphibius"
93,"giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca"
94,"tabby, tabby cat"
95,marmoset
96,"Saint Bernard, St Bernard"
97,armadillo
98,redbone
99,"polecat, fitch, foulmart, foumart, Mustela putorius"
100,marmot
101,"gibbon, Hylobates lar"
102,llama
103,"wood rabbit, cottontail, cottontail rabbit"
104,"lion, king of beasts, Panthera leo"
105,"Irish setter, red setter"
106,"dugong, Dugong dugon"
107,"Indian elephant, Elephas maximus"
108,beaver
109,"Madagascar cat, ring-tailed lemur, Lemur catta"
110,Rhodesian ridgeback
111,"lynx, catamount"
112,"African hunting dog, hyena dog, Cape hunting dog, Lycaon pictus"
113,langur
114,"timber wolf, grey wolf, gray wolf, Canis lupus"
115,"cheetah, chetah, Acinonyx jubatus"
116,"sloth bear, Melursus ursinus, Ursus ursinus"
117,"German shepherd, German shepherd dog, German police dog, alsatian"
118,otter
119,"koala, koala bear, kangaroo bear, native bear, Phascolarctos cinereus"
120,tusker
121,"echidna, spiny anteater, anteater"
122,"wallaby, brush kangaroo"
123,"platypus, duckbill, duckbilled platypus, duck-billed platypus, Ornithorhynchus anatinus"
124,wombat
125,"revolver, six-gun, six-shooter"
126,umbrella
127,schooner
128,soccer ball
129,"accordion, piano accordion, squeeze box"
130,"ant, emmet, pismire"
131,"starfish, sea star"
132,"chambered nautilus, pearly nautilus, nautilus"
133,"grand piano, grand"
134,"laptop, laptop computer"
135,strawberry
136,airliner
137,"warplane, military plane"
138,"airship, dirigible"
139,balloon
140,space shuttle
141,fireboat
142,gondola
143,speedboat
144,lifeboat
145,canoe
146,yawl
147,catamaran
148,trimaran
149,"container ship, containership, container vessel"
150,"liner, ocean liner"
151,"pirate, pirate ship"
152,"aircraft carrier, carrier, flattop, attack aircraft carrier"
153,"submarine, pigboat, sub, U-boat"
154,wreck
155,half track
156,"tank, army tank, armored combat vehicle, armoured combat vehicle"
157,missile
158,"bobsled, bobsleigh, bob"
159,"dogsled, dog sled, dog sleigh"
160,"bicycle-built-for-two, tandem bicycle, tandem"
161,"mountain bike, all-terrain bike, off-roader"
162,freight car
163,"passenger car, coach, carriage"
164,"barrow, garden cart, lawn cart, wheelbarrow"
165,shopping cart
166,"motor scooter, scooter"
167,forklift
168,electric locomotive
169,steam locomotive
170,"amphibian, amphibious vehicle"
171,ambulance
172,"beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon"
173,"cab, hack, taxi, taxicab"
174,convertible
175,"jeep, landrover"
176,"limousine, limo"
177,minivan
178,Model T
179,"racer, race car, racing car"
180,"sports car, sport car"
181,go-kart
182,"golfcart, golf cart"
183,moped
184,"snowplow, snowplough"
185,"fire engine, fire truck"
186,"garbage truck, dustcart"
187,"pickup, pickup truck"
188,"tow truck, tow car, wrecker"
189,"trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi"
190,moving van
191,"police van, police wagon, paddy wagon, patrol wagon, wagon, black Maria"
192,"recreational vehicle, RV, R.V."
193,"streetcar, tram, tramcar, trolley, trolley car"
194,snowmobile
195,tractor
196,"mobile home, manufactured home"
197,"tricycle, trike, velocipede"
198,"unicycle, monocycle"
199,"horse cart, horse-cart"
200,mosquito net
201,oxcart
202,bassinet
203,cradle
204,"crib, cot"
205,four-poster
206,bookcase
207,"china cabinet, china closet"
208,"medicine chest, medicine cabinet"
209,"chiffonier, commode"
210,table lamp
211,"file, file cabinet, filing cabinet"
212,"pay-phone, pay-station"
213,park bench
214,barber chair
215,throne
216,folding chair
217,"rocking chair, rocker"
218,"studio couch, day bed"
219,toilet seat
220,desk
221,"pool table, billiard table, snooker table"
222,"dining table, board"
223,entertainment center
224,"wardrobe, closet, press"
225,Granny Smith
226,orange
227,lemon
228,fig
229,"pineapple, ananas"
230,banana
231,"jackfruit, jak, jack"
232,custard apple
233,pomegranate
234,acorn
235,"hip, rose hip, rosehip"
236,"ear, spike, capitulum"
237,rapeseed
238,corn
239,"buckeye, horse chestnut, conker"
240,"organ, pipe organ"
241,"upright, upright piano"
242,"chime, bell, gong"
243,"drum, membranophone, tympan"
244,"gong, tam-tam"
245,maraca
246,"marimba, xylophone"
247,steel drum
248,banjo
249,"cello, violoncello"
250,"lampshade, lamp shade"
251,harp
252,acoustic guitar
253,electric guitar
254,"cornet, horn, trumpet, trump"
255,"French horn, horn"
256,trombone
257,"harmonica, mouth organ, harp, mouth harp"
258,"ocarina, sweet potato"
259,"panpipe, pandean pipe, syrinx"
260,bassoon
261,"sax, saxophone"
262,"flute, transverse flute"
263,daisy
264,"yellow lady's slipper, yellow lady-slipper, Cypripedium calceolus, Cypripedium parviflorum"
265,"cliff, drop, drop-off"
266,"valley, vale"
267,alp
268,volcano
269,"promontory, headland, head, foreland"
270,"sandbar, sand bar"
271,coral reef
272,"lakeside, lakeshore"
273,"seashore, coast, seacoast, sea-coast"
274,geyser
275,hatchet
276,"cleaver, meat cleaver, chopper"
277,"letter opener, paper knife, paperknife"
278,"plane, carpenter's plane, woodworking plane"
279,power drill
280,"lawn mower, mower"
281,hammer
282,"corkscrew, bottle screw"
283,"can opener, tin opener"
284,"plunger, plumber's helper"
285,screwdriver
286,shovel
287,"plow, plough"
288,"chain saw, chainsaw"
289,cock
290,hen
291,"ostrich, Struthio camelus"
292,"brambling, Fringilla montifringilla"
293,"goldfinch, Carduelis carduelis"
294,"house finch, linnet, Carpodacus mexicanus"
295,"junco, snowbird"
296,"indigo bunting, indigo finch, indigo bird, Passerina cyanea"
297,"robin, American robin, Turdus migratorius"
298,bulbul
299,jay
300,magpie
301,chickadee
302,"water ouzel, dipper"
303,kite
304,"bald eagle, American eagle, Haliaeetus leucocephalus"
305,vulture
306,"great grey owl, great gray owl, Strix nebulosa"
307,black grouse
308,ptarmigan
309,"ruffed grouse, partridge, Bonasa umbellus"
310,"prairie chicken, prairie grouse, prairie fowl"
311,peacock
312,quail
313,partridge
314,"African grey, African gray, Psittacus erithacus"
315,macaw
316,"sulphur-crested cockatoo, Kakatoe galerita, Cacatua galerita"
317,lorikeet
318,coucal
319,bee eater
320,hornbill
321,hummingbird
322,jacamar
323,toucan
324,drake
325,"red-breasted merganser, Mergus serrator"
326,goose
327,"black swan, Cygnus atratus"
328,"white stork, Ciconia ciconia"
329,"black stork, Ciconia nigra"
330,spoonbill
331,flamingo
332,"American egret, great white heron, Egretta albus"
333,"little blue heron, Egretta caerulea"
334,bittern
335,crane
336,"limpkin, Aramus pictus"
337,"American coot, marsh hen, mud hen, water hen, Fulica americana"
338,bustard
339,"ruddy turnstone, Arenaria interpres"
340,"red-backed sandpiper, dunlin, Erolia alpina"
341,"redshank, Tringa totanus"
342,dowitcher
343,"oystercatcher, oyster catcher"
344,"European gallinule, Porphyrio porphyrio"
345,pelican
346,"king penguin, Aptenodytes patagonica"
347,"albatross, mollymawk"
348,"great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias"
349,"tiger shark, Galeocerdo cuvieri"
350,"hammerhead, hammerhead shark"
351,"electric ray, crampfish, numbfish, torpedo"
352,stingray
353,"barracouta, snoek"
354,"coho, cohoe, coho salmon, blue jack, silver salmon, Oncorhynchus kisutch"
355,"tench, Tinca tinca"
356,"goldfish, Carassius auratus"
357,eel
358,"rock beauty, Holocanthus tricolor"
359,anemone fish
360,lionfish
361,"puffer, pufferfish, blowfish, globefish"
362,sturgeon
363,"gar, garfish, garpike, billfish, Lepisosteus osseus"
364,"loggerhead, loggerhead turtle, Caretta caretta"
365,mud turtle
366,terrapin
367,"box turtle, box tortoise"
368,banded gecko
369,"common iguana, iguana, Iguana iguana"
370,"American chameleon, anole, Anolis carolinensis"
371,"whiptail, whiptail lizard"
372,agama
373,"frilled lizard, Chlamydosaurus kingi"
374,alligator lizard
375,"Gila monster, Heloderma suspectum"
376,"green lizard, Lacerta viridis"
377,"African chameleon, Chamaeleo chamaeleon"
378,"Komodo dragon, Komodo lizard, dragon lizard, giant lizard, Varanus komodoensis"
379,triceratops
380,"African crocodile, Nile crocodile, Crocodylus niloticus"
381,"American alligator, Alligator mississipiensis"
382,"thunder snake, worm snake, Carphophis amoenus"
383,"ringneck snake, ring-necked snake, ring snake"
384,"hognose snake, puff adder, sand viper"
385,"green snake, grass snake"
386,"king snake, kingsnake"
387,"garter snake, grass snake"
388,water snake
389,vine snake
390,"night snake, Hypsiglena torquata"
391,"boa constrictor, Constrictor constrictor"
392,"rock python, rock snake, Python sebae"
393,"Indian cobra, Naja naja"
394,green mamba
395,sea snake
396,"horned viper, cerastes, sand viper, horned asp, Cerastes cornutus"
397,stone wall
398,"sidewinder, horned rattlesnake, Crotalus cerastes"
399,"European fire salamander, Salamandra salamandra"
400,"common newt, Triturus vulgaris"
401,eft
402,"spotted salamander, Ambystoma maculatum"
403,"axolotl, mud puppy, Ambystoma mexicanum"
404,"bullfrog, Rana catesbeiana"
405,"tree frog, tree-frog"
406,"tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui"
407,whistle
408,wing
409,paintbrush
410,oxygen mask
411,snorkel
412,"loudspeaker, speaker, speaker unit, loudspeaker system, speaker system"
413,"microphone, mike"
414,"screen, CRT screen"
415,"mouse, computer mouse"
416,"electric fan, blower"
417,oil filter
418,strainer
419,space heater
420,stove
421,guillotine
422,barometer
423,"rule, ruler"
424,"odometer, hodometer, mileometer, milometer"
425,"scale, weighing machine"
426,analog clock
427,digital clock
428,wall clock
429,hourglass
430,sundial
431,parking meter
432,"stopwatch, stop watch"
433,digital watch
434,stethoscope
435,syringe
436,magnetic compass
437,"binoculars, field glasses, opera glasses"
438,projector
439,"sunglasses, dark glasses, shades"
440,"loupe, jeweler's loupe"
441,"radio telescope, radio reflector"
442,bow
443,cannon
444,"assault rifle, assault gun"
445,rifle
446,"projectile, missile"
447,"computer keyboard, keypad"
448,typewriter keyboard
449,crane
450,"lighter, light, igniter, ignitor"
451,abacus
452,"cash machine, cash dispenser, automated teller machine, automatic teller machine, automated teller, automatic teller, ATM"
453,"slide rule, slipstick"
454,desktop computer
455,"hand-held computer, hand-held microcomputer"
456,"notebook, notebook computer"
457,padlock
458,"harvester, reaper"
459,"thresher, thrasher, threshing machine"
460,printer
461,"slot, one-armed bandit"
462,vending machine
463,sewing machine
464,joystick
465,"switch, electric switch, electrical switch"
466,"hook, claw"
467,car wheel
468,"paddlewheel, paddle wheel"
469,pinwheel
470,potter's wheel
471,"gas pump, gasoline pump, petrol pump, island dispenser"
472,"carousel, carrousel, merry-go-round, roundabout, whirligig"
473,swing
474,reel
475,radiator
476,"puck, hockey puck"
477,"hard disc, hard disk, fixed disk"
478,sunglass
479,"pick, plectrum, plectron"
480,car mirror
481,"solar dish, solar collector, solar furnace"
482,"remote control, remote"
483,"disk brake, disc brake"
484,buckle
485,hair slide
486,knot
487,combination lock
488,"web site, website, internet site, site"
489,nail
490,safety pin
491,screw
492,muzzle
493,"seat belt, seatbelt"
494,ski
495,"candle, taper, wax light"
496,jack-o'-lantern
497,"spotlight, spot"
498,torch
499,neck brace
500,pier
501,tripod
502,maypole
503,"hand blower, blow dryer, blow drier, hair dryer, hair drier"
504,mousetrap
505,"spider web, spider's web"
506,trilobite
507,"harvestman, daddy longlegs, Phalangium opilio"
508,scorpion
509,"black and gold garden spider, Argiope aurantia"
510,"barn spider, Araneus cavaticus"
511,"garden spider, Aranea diademata"
512,"black widow, Latrodectus mactans"
513,tarantula
514,"wolf spider, hunting spider"
515,tick
516,centipede
517,isopod
518,"Dungeness crab, Cancer magister"
519,"rock crab, Cancer irroratus"
520,fiddler crab
521,"king crab, Alaska crab, Alaskan king crab, Alaska king crab, Paralithodes camtschatica"
522,"American lobster, Northern lobster, Maine lobster, Homarus americanus"
523,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish"
524,"crayfish, crawfish, crawdad, crawdaddy"
525,hermit crab
526,tiger beetle
527,"ladybug, ladybeetle, lady beetle, ladybird, ladybird beetle"
528,"ground beetle, carabid beetle"
529,"long-horned beetle, longicorn, longicorn beetle"
530,"leaf beetle, chrysomelid"
531,dung beetle
532,rhinoceros beetle
533,weevil
534,fly
535,bee
536,"grasshopper, hopper"
537,cricket
538,"walking stick, walkingstick, stick insect"
539,"cockroach, roach"
540,"mantis, mantid"
541,"cicada, cicala"
542,leafhopper
543,"lacewing, lacewing fly"
544,"dragonfly, darning needle, devil's darning needle, sewing needle, snake feeder, snake doctor, mosquito hawk, skeeter hawk"
545,damselfly
546,admiral
547,"ringlet, ringlet butterfly"
548,"monarch, monarch butterfly, milkweed butterfly, Danaus plexippus"
549,cabbage butterfly
550,"sulphur butterfly, sulfur butterfly"
551,"lycaenid, lycaenid butterfly"
552,jellyfish
553,"sea anemone, anemone"
554,brain coral
555,"flatworm, platyhelminth"
556,"nematode, nematode worm, roundworm"
557,conch
558,snail
559,slug
560,"sea slug, nudibranch"
561,"chiton, coat-of-mail shell, sea cradle, polyplacophore"
562,sea urchin
563,"sea cucumber, holothurian"
564,"iron, smoothing iron"
565,espresso maker
566,"microwave, microwave oven"
567,Dutch oven
568,rotisserie
569,toaster
570,waffle iron
571,"vacuum, vacuum cleaner"
572,"dishwasher, dish washer, dishwashing machine"
573,"refrigerator, icebox"
574,"washer, automatic washer, washing machine"
575,Crock Pot
576,"frying pan, frypan, skillet"
577,wok
578,"caldron, cauldron"
579,coffeepot
580,teapot
581,spatula
582,altar
583,triumphal arch
584,"patio, terrace"
585,steel arch bridge
586,suspension bridge
587,viaduct
588,barn
589,"greenhouse, nursery, glasshouse"
590,palace
591,monastery
592,library
593,"apiary, bee house"
594,boathouse
595,"church, church building"
596,mosque
597,"stupa, tope"
598,planetarium
599,"restaurant, eating house, eating place, eatery"
600,"cinema, movie theater, movie theatre, movie house, picture palace"
601,"home theater, home theatre"
602,"lumbermill, sawmill"
603,"coil, spiral, volute, whorl, helix"
604,obelisk
605,totem pole
606,castle
607,"prison, prison house"
608,"grocery store, grocery, food market, market"
609,"bakery, bakeshop, bakehouse"
610,barbershop
611,"bookshop, bookstore, bookstall"
612,"butcher shop, meat market"
613,"confectionery, confectionary, candy store"
614,"shoe shop, shoe-shop, shoe store"
615,"tobacco shop, tobacconist shop, tobacconist"
616,toyshop
617,fountain
618,cliff dwelling
619,yurt
620,"dock, dockage, docking facility"
621,"brass, memorial tablet, plaque"
622,"megalith, megalithic structure"
623,"bannister, banister, balustrade, balusters, handrail"
624,"breakwater, groin, groyne, mole, bulwark, seawall, jetty"
625,"dam, dike, dyke"
626,chainlink fence
627,"picket fence, paling"
628,"worm fence, snake fence, snake-rail fence, Virginia fence"
629,"diamondback, diamondback rattlesnake, Crotalus adamanteus"
630,"grille, radiator grille"
631,sliding door
632,turnstile
633,mountain tent
634,scoreboard
635,honeycomb
636,plate rack
637,"pedestal, plinth, footstall"
638,"beacon, lighthouse, beacon light, pharos"
639,"leatherback turtle, leatherback, leathery turtle, Dermochelys coriacea"
640,mashed potato
641,bell pepper
642,head cabbage
643,broccoli
644,cauliflower
645,"zucchini, courgette"
646,spaghetti squash
647,acorn squash
648,butternut squash
649,"cucumber, cuke"
650,"artichoke, globe artichoke"
651,cardoon
652,mushroom
653,shower curtain
654,"jean, blue jean, denim"
655,carton
656,"handkerchief, hankie, hanky, hankey"
657,sandal
658,"ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin"
659,safe
660,plate
661,necklace
662,croquet ball
663,fur coat
664,thimble
665,"pajama, pyjama, pj's, jammies"
666,running shoe
667,"oboe, hautboy, hautbois"
668,cocktail shaker
669,chest
670,manhole cover
671,modem
672,"tub, vat"
673,tray
674,"balance beam, beam"
675,"bagel, beigel"
676,"violin, fiddle"
677,"prayer rug, prayer mat"
678,kimono
679,"hot pot, hotpot"
680,whiskey jug
681,knee pad
682,"book jacket, dust cover, dust jacket, dust wrapper"
683,spindle
684,ski mask
685,beer bottle
686,crash helmet
687,bottlecap
688,tile roof
689,mask
690,maillot
691,Petri dish
692,football helmet
693,"bathing cap, swimming cap"
694,"teddy, teddy bear"
695,holster
696,"pop bottle, soda bottle"
697,photocopier
698,vestment
699,"crossword puzzle, crossword"
700,golf ball
701,trifle
702,"suit, suit of clothes"
703,water tower
704,"feather boa, boa"
705,cloak
706,red wine
707,drumstick
708,"shield, buckler"
709,Christmas stocking
710,"hoopskirt, crinoline"
711,menu
712,stage
713,"bonnet, poke bonnet"
714,"meat loaf, meatloaf"
715,baseball
716,face powder
717,scabbard
718,"sunscreen, sunblock, sun blocker"
719,beer glass
720,"hen-of-the-woods, hen of the woods, Polyporus frondosus, Grifola frondosa"
721,guacamole
722,"wool, woolen, woollen"
723,hay
724,"bow tie, bow-tie, bowtie"
725,"mailbag, postbag"
726,water jug
727,"bucket, pail"
728,"dishrag, dishcloth"
729,soup bowl
730,eggnog
731,mortar
732,trench coat
733,"paddle, boat paddle"
734,chain
735,"swab, swob, mop"
736,mixing bowl
737,potpie
738,wine bottle
739,shoji
740,bulletproof vest
741,"drilling platform, offshore rig"
742,"binder, ring-binder"
743,cardigan
744,sweatshirt
745,"pot, flowerpot"
746,birdhouse
747,"jinrikisha, ricksha, rickshaw"
748,hamper
749,ping-pong ball
750,"pencil box, pencil case"
751,consomme
752,apron
753,"punching bag, punch bag, punching ball, punchball"
754,"backpack, back pack, knapsack, packsack, rucksack, haversack"
755,"groom, bridegroom"
756,"bearskin, busby, shako"
757,pencil sharpener
758,broom
759,abaya
760,mortarboard
761,poncho
762,crutch
763,"Polaroid camera, Polaroid Land camera"
764,space bar
765,cup
766,"racket, racquet"
767,"traffic light, traffic signal, stoplight"
768,"quill, quill pen"
769,"radio, wireless"
770,"snow leopard, ounce, Panthera uncia"
771,dough
772,cuirass
773,military uniform
774,"lipstick, lip rouge"
775,shower cap
776,monitor
777,"oscilloscope, scope, cathode-ray oscilloscope, CRO"
778,mitten
779,"brassiere, bra, bandeau"
780,French loaf
781,vase
782,milk can
783,rugby ball
784,paper towel
785,earthstar
786,envelope
787,"miniskirt, mini"
788,"cowboy hat, ten-gallon hat"
789,"trolleybus, trolley coach, trackless trolley"
790,"perfume, essence"
791,"bathtub, bathing tub, bath, tub"
792,"hotdog, hot dog, red hot"
793,coral fungus
794,"bullet train, bullet"
795,pillow
796,"toilet tissue, toilet paper, bathroom tissue"
797,cassette
798,"carpenter's kit, tool kit"
799,ladle
800,"stinkhorn, carrion fungus"
801,lotion
802,hair spray
803,"academic gown, academic robe, judge's robe"
804,dome
805,crate
806,wig
807,burrito
808,pill bottle
809,"chain mail, ring mail, mail, chain armor, chain armour, ring armor, ring armour"
810,"theater curtain, theatre curtain"
811,window shade
812,"barrel, cask"
813,"washbasin, handbasin, washbowl, lavabo, wash-hand basin"
814,"ballpoint, ballpoint pen, ballpen, Biro"
815,basketball
816,bath towel
817,cowboy boot
818,gown
819,window screen
820,agaric
821,standard poodle
822,"cellular telephone, cellular phone, cellphone, cell, mobile phone"
823,nipple
824,barbell
825,"mailbox, letter box"
826,"lab coat, laboratory coat"
827,"fire screen, fireguard"
828,minibus
829,packet
830,"brown bear, bruin, Ursus arctos"
831,pole
832,"horizontal bar, high bar"
833,sombrero
834,pickelhaube
835,rain barrel
836,"wallet, billfold, notecase, pocketbook"
837,cassette player
838,comic book
839,"piggy bank, penny bank"
840,street sign
841,"bell cote, bell cot"
842,fountain pen
843,Windsor tie
844,volleyball
845,overskirt
846,sarong
847,purse
848,"bolo tie, bolo, bola tie, bola"
849,bib
850,"parachute, chute"
851,sleeping bag
852,"television, television system"
853,"swimming trunks, bathing trunks"
854,measuring cup
855,espresso
856,"pizza, pizza pie"
857,"breastplate, aegis, egis"
858,shopping basket
859,wooden spoon
860,"saltshaker, salt shaker"
861,"chocolate sauce, chocolate syrup"
862,"ballplayer, baseball player"
863,goblet
864,gyromitra
865,stretcher
866,water bottle
867,"skunk, polecat, wood pussy"
868,soap dispenser
869,"jersey, T-shirt, tee shirt"
870,school bus
871,jigsaw puzzle
872,plastic bag
873,reflex camera
874,"diaper, nappy, napkin"
875,Band Aid
876,"ice lolly, lolly, lollipop, popsicle"
877,velvet
878,tennis ball
879,"gasmask, respirator, gas helmet"
880,"doormat, welcome mat"
881,Loafer
882,"ice cream, icecream"
883,pretzel
884,"quilt, comforter, comfort, puff"
885,"maillot, tank suit"
886,tape player
887,"clog, geta, patten, sabot"
888,iPod
889,bolete
890,"meerkat, mierkat"
891,scuba diver
892,"pitcher, ewer"
893,matchstick
894,"bikini, two-piece"
895,sock
896,CD player
897,"lens cap, lens cover"
898,"thatch, thatched roof"
899,vault
900,beaker
901,bubble
902,cheeseburger
903,"parallel bars, bars"
904,"flagpole, flagstaff"
905,coffee mug
906,"rubber eraser, rubber, pencil eraser"
907,stole
908,carbonara
909,dumbbell
910,Synsets new in ILSVRC2012
911,Siberian husky
912,"English springer, English springer spaniel"
913,"malamute, malemute, Alaskan malamute"
914,"Walker hound, Walker foxhound"
915,Welsh springer spaniel
916,whippet
917,Weimaraner
918,soft-coated wheaten terrier
919,"Dandie Dinmont, Dandie Dinmont terrier"
920,"Old English sheepdog, bobtail"
921,"otterhound, otter hound"
922,"bloodhound, sleuthhound"
923,"Airedale, Airedale terrier"
924,giant schnauzer
925,black-and-tan coonhound
926,papillon
927,Mexican hairless
928,"Cardigan, Cardigan Welsh corgi"
929,malinois
930,"Lhasa, Lhasa apso"
931,"Norwegian elkhound, elkhound"
932,Rottweiler
933,"Saluki, gazelle hound"
934,schipperke
935,Brabancon griffon
936,West Highland white terrier
937,"Sealyham terrier, Sealyham"
938,Irish wolfhound
939,EntleBucher
940,French bulldog
941,Bernese mountain dog
942,"Maltese dog, Maltese terrier, Maltese"
943,Norfolk terrier
944,toy terrier
945,"cairn, cairn terrier"
946,groenendael
947,"clumber, clumber spaniel"
948,"Afghan hound, Afghan"
949,Japanese spaniel
950,"borzoi, Russian wolfhound"
951,toy poodle
952,Kerry blue terrier
953,"Scotch terrier, Scottish terrier, Scottie"
954,"Boston bull, Boston terrier"
955,Greater Swiss Mountain dog
956,Appenzeller
957,Shih-Tzu
958,Irish water spaniel
959,Pomeranian
960,Bedlington terrier
961,miniature schnauzer
962,collie
963,Irish terrier
964,"affenpinscher, monkey pinscher, monkey dog"
965,"silky terrier, Sydney silky"
966,beagle
967,Leonberg
968,German short-haired pointer
969,"dhole, Cuon alpinus"
970,Chesapeake Bay retriever
971,bull mastiff
972,kuvasz
973,"pug, pug-dog"
974,curly-coated retriever
975,Norwich terrier
976,keeshond
977,Lakeland terrier
978,standard schnauzer
979,"Tibetan terrier, chrysanthemum dog"
980,wire-haired fox terrier
981,"basset, basset hound"
982,"chow, chow chow"
983,"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier"
984,"Shetland sheepdog, Shetland sheep dog, Shetland"
985,Great Pyrenees
986,Chihuahua
987,Labrador retriever
988,"Samoyed, Samoyede"
989,bluetick
990,kelpie
991,miniature pinscher
992,Italian greyhound
993,"cocker spaniel, English cocker spaniel, cocker"
994,Sussex spaniel
995,"Pembroke, Pembroke Welsh corgi"
996,Blenheim spaniel
997,"Ibizan hound, Ibizan Podenco"
998,English foxhound
999,briard
1000,   Border terrier